Age,Gender,Country,family_history,work_interfere,no_employees,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,treatment
29,Male,'United States',No,Never,'More than 1000',Yes,'Not sure',No,'Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,No,'Dont know',No,No
48,Male,'United Kingdom',No,NA,26-100,'Dont know',No,No,No,'Dont know','Dont know',Maybe,Maybe,No,No,No,No,No,No
35,Male,'United Kingdom',No,Sometimes,6-25,No,No,No,No,'Dont know','Very difficult',Maybe,Maybe,'Some of them',No,Maybe,No,Yes,No
32,Female,'United States',No,Never,100-500,'Dont know','Not sure',No,No,'Dont know','Dont know',Maybe,No,No,No,Maybe,'Dont know',No,No
29,Male,Canada,No,Sometimes,100-500,'Dont know','Not sure','Dont know','Dont know',Yes,'Somewhat easy',Maybe,No,'Some of them',No,Maybe,Yes,No,Yes
26,Male,'United States',Yes,Often,6-25,Yes,Yes,No,No,'Dont know','Somewhat difficult',Maybe,No,'Some of them',No,No,No,No,Yes
28,Male,'United States',Yes,Sometimes,26-100,Yes,Yes,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,No,No,Yes
23,Male,'United States',No,NA,'More than 1000','Dont know',No,No,'Dont know','Dont know','Dont know',No,No,'Some of them',No,Maybe,No,No,No
35,Male,'United States',Yes,Sometimes,100-500,Yes,Yes,No,No,'Dont know','Very difficult',Maybe,Maybe,'Some of them',No,Maybe,No,Yes,Yes
29,Male,Germany,Yes,Sometimes,26-100,'Dont know',No,No,No,'Dont know','Very easy',Maybe,No,'Some of them',Maybe,Maybe,'Dont know',No,Yes
26,Male,'United States',Yes,NA,6-25,Yes,Yes,No,Yes,Yes,'Very easy',No,No,'Some of them',Maybe,Maybe,No,No,No
33,Male,'United States',Yes,Never,26-100,Yes,Yes,Yes,Yes,'Dont know','Dont know',Yes,Maybe,Yes,No,No,Yes,No,Yes
33,Male,'United States',No,NA,'More than 1000','Dont know',No,'Dont know','Dont know','Dont know','Dont know',Yes,No,'Some of them',No,Maybe,Yes,No,No
22,Male,Brazil,No,Never,6-25,'Dont know',No,No,No,'Dont know','Somewhat easy',No,No,Yes,Maybe,No,'Dont know',No,No
30,Female,Spain,Yes,NA,500-1000,No,No,No,No,'Dont know','Dont know',Yes,Maybe,No,No,No,'Dont know',No,No
33,Male,'United States',Yes,Often,'More than 1000',Yes,Yes,No,No,'Dont know','Somewhat easy',Yes,No,No,No,No,No,No,Yes
31,Female,'United States',Yes,Rarely,'More than 1000','Dont know','Not sure',No,'Dont know','Dont know','Very difficult',Yes,Maybe,No,No,Maybe,No,No,Yes
21,Male,'United States',Yes,Never,'More than 1000','Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',No,No,'Some of them',No,Maybe,'Dont know',Yes,No
31,Trans,'United Kingdom',Yes,Sometimes,'More than 1000','Dont know',No,No,No,'Dont know','Dont know',Yes,Maybe,No,No,Yes,Yes,No,Yes
26,Female,'United States',No,Sometimes,100-500,'Dont know','Not sure','Dont know','Dont know','Dont know','Somewhat difficult',No,No,'Some of them',No,No,Yes,No,Yes
30,Male,'United States',Yes,Often,6-25,'Dont know',No,No,'Dont know','Dont know','Somewhat easy',Maybe,No,'Some of them',No,No,'Dont know',No,No
30,Trans,Germany,Yes,Sometimes,100-500,'Dont know','Not sure',No,No,'Dont know','Somewhat difficult',No,No,Yes,Maybe,Maybe,No,No,Yes
23,Male,India,No,NA,6-25,No,No,No,No,'Dont know','Dont know',No,No,'Some of them',Maybe,Maybe,No,No,No
34,Male,Finland,No,Never,6-25,No,No,No,No,'Dont know','Somewhat easy',No,No,Yes,No,Maybe,'Dont know',No,No
55,Male,'United States',Yes,Sometimes,1-5,No,Yes,No,'Dont know','Dont know','Dont know',Yes,Maybe,No,No,No,No,Yes,Yes
28,Male,Germany,Yes,Rarely,1-5,Yes,No,No,No,Yes,'Very easy',No,No,Yes,No,No,Yes,No,Yes
26,Male,Uruguay,No,NA,26-100,'Dont know',No,'Dont know',No,'Dont know','Dont know',No,No,'Some of them',No,Yes,'Dont know',No,No
28,Male,'New Zealand',Yes,Sometimes,6-25,Yes,Yes,Yes,No,'Dont know','Very easy',No,No,Yes,Yes,Yes,Yes,No,Yes
32,Male,'United Kingdom',Yes,Sometimes,6-25,No,No,No,'Dont know','Dont know','Somewhat easy',No,No,'Some of them',No,No,'Dont know',No,Yes
28,Female,'United States',No,Rarely,'More than 1000',Yes,Yes,No,'Dont know','Dont know','Dont know',Maybe,No,No,No,No,'Dont know',No,Yes
21,Male,'United States',No,Sometimes,6-25,'Dont know','Not sure',No,Yes,Yes,'Dont know',No,No,'Some of them',Maybe,Maybe,Yes,No,No
24,Male,'United States',Yes,Sometimes,100-500,No,Yes,No,No,'Dont know','Somewhat difficult',Yes,No,'Some of them',No,Maybe,No,Yes,Yes
26,Female,'United States',No,NA,'More than 1000',Yes,'Not sure',Yes,'Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,No,'Dont know',No,No
23,Male,'United States',No,NA,'More than 1000',Yes,No,No,No,'Dont know','Dont know',No,No,Yes,No,Yes,'Dont know',No,No
24,Female,'United States',No,NA,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Somewhat easy',No,No,'Some of them',Yes,Yes,Yes,No,No
28,Male,Canada,No,Never,100-500,'Dont know',No,No,No,'Dont know','Somewhat easy',Maybe,No,'Some of them',No,No,Yes,No,No
24,Female,'United States',Yes,Rarely,6-25,No,No,No,No,'Dont know','Very easy',Yes,No,No,No,Yes,Yes,No,Yes
33,Male,'United States',No,Often,1-5,No,No,No,No,Yes,'Somewhat easy',Yes,Maybe,'Some of them',Yes,Yes,'Dont know',No,Yes
34,Male,'United States',No,Sometimes,26-100,'Dont know',No,No,No,'Dont know','Dont know',Maybe,No,Yes,No,Maybe,'Dont know',No,No
27,Female,'United States',No,Sometimes,26-100,'Dont know','Not sure',No,No,'Dont know','Somewhat difficult',Maybe,Maybe,'Some of them',No,No,'Dont know',No,Yes
28,Male,'United States',No,Never,6-25,'Dont know',No,No,'Dont know','Dont know','Dont know',No,No,'Some of them',No,No,'Dont know',No,No
26,Male,'United States',No,NA,'More than 1000','Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',No,No,'Some of them',No,No,'Dont know',Yes,No
20,Male,Australia,No,NA,100-500,'Dont know','Not sure','Dont know','Dont know',Yes,'Very easy',No,No,'Some of them',No,No,'Dont know',No,No
23,Female,'United States',No,Sometimes,26-100,Yes,Yes,No,'Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,Yes
29,Male,'United States',Yes,Rarely,1-5,Yes,Yes,Yes,Yes,Yes,'Somewhat easy',No,No,Yes,Maybe,Maybe,Yes,No,Yes
26,Male,'United Kingdom',Yes,Sometimes,6-25,No,No,No,No,'Dont know','Dont know',Maybe,Maybe,No,No,Maybe,No,No,No
36,Male,'United States',No,Rarely,'More than 1000',Yes,No,Yes,'Dont know','Dont know','Somewhat easy',Maybe,No,No,No,No,'Dont know',No,No
41,Male,'United States',No,Sometimes,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Dont know',Maybe,No,'Some of them',Maybe,Yes,Yes,Yes,Yes
33,Female,'United States',No,NA,100-500,Yes,No,'Dont know',No,'Dont know','Dont know',No,No,'Some of them',No,No,Yes,No,No
23,Male,Canada,Yes,Sometimes,6-25,Yes,Yes,No,No,Yes,'Very easy',No,No,Yes,No,No,Yes,No,Yes
39,Male,'United States',Yes,Often,'More than 1000',Yes,No,No,'Dont know','Dont know','Dont know',Yes,No,'Some of them',No,Maybe,No,Yes,No
34,Male,'United States',Yes,NA,'More than 1000',Yes,'Not sure','Dont know','Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',Yes,No
26,Female,'United States',No,Sometimes,100-500,Yes,Yes,No,No,'Dont know','Somewhat difficult',Yes,Maybe,'Some of them',No,No,No,Yes,Yes
24,Male,'United States',No,Rarely,26-100,Yes,Yes,Yes,No,'Dont know','Dont know',No,No,'Some of them',No,No,'Dont know',No,Yes
37,Male,Canada,Yes,Rarely,'More than 1000',Yes,Yes,Yes,Yes,'Dont know','Dont know',Maybe,Maybe,'Some of them',No,No,'Dont know',No,Yes
43,Male,'United States',Yes,Often,6-25,Yes,Yes,No,No,Yes,'Very easy',No,No,Yes,Maybe,Maybe,Yes,No,Yes
40,Trans,'United States',Yes,Never,'More than 1000',Yes,Yes,Yes,'Dont know',Yes,'Dont know',Yes,Maybe,No,No,Maybe,Yes,No,No
30,Male,'United States',Yes,Often,'More than 1000',Yes,Yes,Yes,No,'Dont know','Very difficult',Yes,No,'Some of them',No,No,No,Yes,Yes
34,Male,'United States',No,Sometimes,6-25,'Dont know','Not sure',No,No,'Dont know','Dont know',Yes,Yes,'Some of them',No,No,'Dont know',No,Yes
27,Male,'United States',Yes,Sometimes,100-500,'Dont know','Not sure',No,'Dont know','Dont know','Dont know',Yes,No,No,No,Yes,'Dont know',No,Yes
36,Male,'United States',No,Sometimes,'More than 1000','Dont know',No,No,No,Yes,'Somewhat easy',No,No,Yes,Maybe,Yes,'Dont know',No,No
27,Male,Brazil,No,Rarely,6-25,No,Yes,No,No,'Dont know','Somewhat easy',Maybe,No,'Some of them',No,Maybe,No,No,No
35,Male,Netherlands,Yes,Never,100-500,Yes,No,No,No,Yes,'Dont know',Yes,No,No,No,Maybe,'Dont know',No,No
32,Male,'United Kingdom',No,Never,6-25,No,No,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,Yes,Yes,No,No
37,Male,'United States',No,NA,500-1000,Yes,No,No,No,'Dont know','Dont know',Maybe,Maybe,'Some of them',No,No,'Dont know',No,No
29,Male,'United Kingdom',No,NA,26-100,'Dont know',No,'Dont know','Dont know','Dont know','Dont know',No,No,'Some of them',Maybe,Maybe,Yes,No,No
33,Female,'United States',No,Never,500-1000,Yes,'Not sure',Yes,Yes,'Dont know','Very easy',Maybe,No,'Some of them',No,No,Yes,No,No
28,Male,'United States',No,Sometimes,6-25,No,Yes,No,No,'Dont know','Somewhat easy',Yes,Maybe,'Some of them',No,No,'Dont know',No,No
26,Female,'United States',Yes,Never,26-100,'Dont know','Not sure',No,No,'Dont know','Somewhat difficult',Maybe,Maybe,'Some of them',No,Maybe,No,No,No
27,Male,'United States',Yes,Sometimes,6-25,'Dont know',No,Yes,'Dont know','Dont know','Somewhat easy',Yes,No,'Some of them',No,Maybe,Yes,No,Yes
38,Male,'United Kingdom',No,Sometimes,26-100,No,No,No,No,Yes,'Somewhat easy',Maybe,Maybe,'Some of them',No,Maybe,Yes,No,Yes
57,Male,'United States',Yes,Rarely,'More than 1000',Yes,Yes,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,No,No,Yes
28,Male,'United Kingdom',No,Sometimes,'More than 1000',No,No,No,No,No,'Very difficult',Yes,Maybe,No,No,Maybe,No,No,Yes
26,Male,France,No,Never,6-25,No,Yes,No,No,'Dont know','Dont know',Maybe,No,Yes,Maybe,Maybe,No,No,No
42,Female,Netherlands,No,Rarely,100-500,Yes,Yes,No,No,Yes,'Dont know',Yes,No,'Some of them',No,Maybe,'Dont know',No,Yes
31,Male,'United States',No,Sometimes,100-500,Yes,Yes,Yes,Yes,Yes,'Very easy',No,No,'Some of them',No,No,Yes,No,Yes
58,Male,'United States',No,Rarely,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Somewhat easy',Maybe,No,'Some of them',No,Yes,Yes,No,Yes
29,Male,'United States',No,Sometimes,6-25,'Dont know',No,No,No,'Dont know','Very difficult',Yes,No,No,No,Maybe,No,No,No
39,Female,'United Kingdom',No,Sometimes,'More than 1000',Yes,Yes,No,Yes,'Dont know','Dont know',Yes,No,'Some of them',No,Maybe,No,Yes,Yes
34,Male,'United States',No,Sometimes,6-25,'Dont know',No,No,No,'Dont know','Very difficult',Maybe,No,'Some of them',No,Maybe,'Dont know',No,No
57,Male,'United States',No,Sometimes,'More than 1000',Yes,'Not sure',Yes,Yes,'Dont know','Dont know',Maybe,Maybe,No,No,Maybe,'Dont know',No,Yes
27,Male,Germany,Yes,Sometimes,6-25,No,'Not sure',No,No,'Dont know','Somewhat difficult',Yes,Maybe,'Some of them',No,No,No,Yes,Yes
23,Male,Germany,Yes,Often,26-100,'Dont know',No,'Dont know','Dont know','Dont know','Dont know',No,Maybe,Yes,Maybe,Yes,'Dont know',No,Yes
18,Male,Finland,No,NA,500-1000,'Dont know',No,No,'Dont know','Dont know','Very easy',Yes,No,No,No,Maybe,'Dont know',No,No
30,Female,'United States',No,NA,100-500,'Dont know','Not sure',No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,No
23,Male,'United States',No,Never,26-100,'Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',No,No,Yes,Maybe,Yes,Yes,No,No
43,Male,'United States',No,Sometimes,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Somewhat easy',Yes,Maybe,No,No,Yes,'Dont know',No,Yes
18,Female,'United Kingdom',Yes,Sometimes,1-5,'Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',Maybe,Maybe,'Some of them',Maybe,Maybe,'Dont know',No,Yes
29,Male,'United States',No,Rarely,6-25,Yes,Yes,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,Yes
48,Male,'United States',No,Never,6-25,'Dont know',No,No,'Dont know','Dont know','Dont know',Maybe,No,No,No,Maybe,'Dont know',No,No
43,Male,Germany,No,Sometimes,26-100,No,Yes,'Dont know',No,'Dont know','Somewhat easy',Maybe,No,'Some of them',No,Yes,No,Yes,Yes
28,Female,'United States',Yes,Sometimes,26-100,'Dont know','Not sure',No,No,'Dont know','Dont know',Yes,Maybe,'Some of them',No,Maybe,'Dont know',No,Yes
30,Male,'United States',Yes,Often,1-5,No,Yes,No,No,Yes,'Very easy',No,No,Yes,No,No,Yes,No,Yes
26,Male,Israel,No,Sometimes,6-25,No,No,No,No,Yes,'Very easy',Maybe,No,'Some of them',No,Maybe,Yes,No,No
33,Male,Italy,No,Never,6-25,No,No,No,No,'Dont know','Dont know',Maybe,Maybe,'Some of them',No,No,No,No,No
31,Male,'United States',No,NA,'More than 1000',Yes,'Not sure','Dont know','Dont know',Yes,'Dont know',No,No,No,No,No,Yes,No,No
30,Male,'United States',No,Rarely,100-500,'Dont know','Not sure',No,No,'Dont know','Dont know',No,No,'Some of them',No,No,'Dont know',No,No
27,Male,Israel,No,NA,26-100,No,No,No,No,'Dont know','Somewhat difficult',Yes,No,'Some of them',No,Maybe,No,Yes,No
24,Female,'United States',Yes,Sometimes,1-5,No,No,'Dont know','Dont know','Dont know','Dont know',No,No,'Some of them',No,No,'Dont know',Yes,Yes
25,Male,'United States',No,NA,26-100,'Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,No,'Dont know',No,No
23,Female,'United States',Yes,Often,'More than 1000',Yes,'Not sure','Dont know',No,'Dont know','Dont know',Maybe,No,'Some of them',No,No,Yes,Yes,Yes
36,Male,'United States',No,Sometimes,'More than 1000',Yes,'Not sure',No,No,'Dont know','Somewhat difficult',Yes,Maybe,'Some of them',No,No,No,Yes,Yes
25,Female,'United States',Yes,Often,1-5,'Dont know','Not sure',No,No,Yes,'Somewhat difficult',Yes,No,'Some of them',No,Maybe,No,Yes,Yes
54,Male,'United Kingdom',No,Sometimes,'More than 1000',No,Yes,Yes,Yes,Yes,'Very easy',No,No,Yes,Maybe,Maybe,No,No,Yes
34,Male,Netherlands,No,Rarely,6-25,'Dont know','Not sure','Dont know','Dont know','Dont know','Somewhat easy',No,No,'Some of them',No,Maybe,Yes,No,No
38,Female,'United States',No,NA,26-100,Yes,Yes,No,No,Yes,'Dont know',Maybe,Maybe,No,No,No,No,No,Yes
40,Male,Ireland,Yes,NA,'More than 1000',No,No,No,No,No,'Dont know',Yes,Maybe,'Some of them',No,Maybe,No,Yes,No
32,Male,'United Kingdom',No,NA,26-100,No,'Not sure',No,'Dont know','Dont know','Dont know',No,No,No,No,Maybe,'Dont know',No,No
25,Male,Germany,No,Never,'More than 1000','Dont know','Not sure','Dont know',Yes,'Dont know','Dont know',No,No,Yes,No,Yes,'Dont know',No,No
35,Female,'United States',No,Sometimes,100-500,No,Yes,No,No,'Dont know','Dont know',Yes,Maybe,No,No,Maybe,No,No,Yes
46,Male,'United States',No,Sometimes,'More than 1000',Yes,Yes,Yes,Yes,'Dont know','Dont know',Maybe,No,'Some of them',No,No,Yes,No,Yes
42,Male,'United States',No,Never,100-500,Yes,No,Yes,No,'Dont know','Very difficult',Maybe,No,Yes,Maybe,Yes,No,No,No
32,Male,'United Kingdom',Yes,Sometimes,6-25,Yes,No,No,No,'Dont know','Dont know',No,No,Yes,Maybe,Maybe,Yes,No,Yes
47,Male,'United States',Yes,Sometimes,'More than 1000',Yes,Yes,Yes,Yes,'Dont know','Very easy',No,No,'Some of them',No,Yes,Yes,No,Yes
22,Male,'United States',No,NA,'More than 1000',Yes,'Not sure',Yes,'Dont know',Yes,'Dont know',No,No,'Some of them',No,Maybe,Yes,No,No
33,Female,'United States',No,Sometimes,500-1000,Yes,Yes,Yes,Yes,'Dont know','Very easy',No,No,'Some of them',No,No,'Dont know',No,Yes
25,Female,'United States',No,Sometimes,6-25,No,No,No,No,No,'Somewhat easy',Maybe,No,'Some of them',No,No,Yes,No,No
29,Male,'United States',No,NA,'More than 1000','Dont know','Not sure',No,'Dont know','Dont know','Dont know',Maybe,No,No,No,Maybe,'Dont know',No,No
39,Male,'United States',No,Never,26-100,Yes,Yes,Yes,Yes,Yes,'Very easy',No,No,Yes,No,No,Yes,No,No
38,Male,'United States',Yes,Sometimes,'More than 1000',Yes,'Not sure',Yes,Yes,Yes,'Dont know',Yes,No,No,No,No,No,No,Yes
43,Male,'United States',No,NA,6-25,'Dont know',No,No,'Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,No,'Dont know',No,No
46,Male,'United States',No,Rarely,500-1000,Yes,'Not sure',Yes,Yes,Yes,'Dont know',No,No,'Some of them',No,Maybe,Yes,No,Yes
38,Female,'United States',Yes,Sometimes,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Very easy',Maybe,No,Yes,No,No,No,Yes,Yes
33,Male,Germany,No,Sometimes,6-25,Yes,Yes,No,No,Yes,'Very easy',Yes,Yes,'Some of them',No,Maybe,No,No,Yes
34,Male,'United Kingdom',Yes,Often,26-100,No,Yes,No,No,Yes,'Very easy',Maybe,Maybe,Yes,No,No,No,No,Yes
62,Male,'United States',No,Never,'More than 1000',Yes,Yes,'Dont know',Yes,'Dont know','Dont know',Maybe,No,'Some of them',Maybe,Maybe,Yes,No,No
23,Female,'United States',No,NA,'More than 1000','Dont know','Not sure','Dont know','Dont know',Yes,'Dont know',Maybe,Maybe,'Some of them',No,No,'Dont know',No,No
35,Male,'United States',No,NA,'More than 1000',No,No,No,No,'Dont know','Dont know',Maybe,Maybe,No,No,No,No,No,No
25,Male,'Bosnia and Herzegovina',Yes,Rarely,26-100,'Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',Maybe,Yes,No,No,No,'Dont know',Yes,No
36,Male,'United States',Yes,Sometimes,1-5,'Dont know',Yes,'Dont know',No,Yes,'Somewhat difficult',Maybe,No,'Some of them',No,Yes,Yes,No,Yes
41,Female,'United States',Yes,Rarely,500-1000,Yes,Yes,Yes,Yes,Yes,'Very easy',Maybe,Maybe,'Some of them',No,No,Yes,No,Yes
24,Male,Austria,No,Sometimes,1-5,Yes,Yes,'Dont know','Dont know',Yes,'Somewhat easy',No,No,'Some of them',Maybe,Maybe,Yes,No,No
51,Male,'New Zealand',No,Sometimes,26-100,No,Yes,Yes,No,No,'Somewhat difficult',Yes,Yes,No,No,No,'Dont know',Yes,Yes
29,Male,'United States',No,Sometimes,6-25,Yes,Yes,No,Yes,Yes,'Very easy',No,No,No,No,No,Yes,No,Yes
31,Female,Canada,Yes,Sometimes,100-500,'Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',Maybe,Maybe,'Some of them',No,No,Yes,No,Yes
27,Male,'United Kingdom',No,NA,6-25,No,No,No,No,'Dont know','Dont know',No,No,'Some of them',No,Yes,'Dont know',No,No
31,Male,Australia,No,Rarely,100-500,Yes,Yes,Yes,Yes,'Dont know','Somewhat easy',No,No,Yes,Yes,Yes,No,No,Yes
27,Female,Hungary,Yes,Sometimes,1-5,No,No,No,No,No,'Very difficult',Yes,Maybe,No,No,Maybe,No,No,No
23,Male,Sweden,No,Rarely,6-25,'Dont know',No,No,'Dont know','Dont know','Very easy',No,No,'Some of them',Maybe,Maybe,Yes,No,No
21,Male,Canada,No,Never,26-100,'Dont know','Not sure','Dont know',No,'Dont know','Dont know',Yes,Maybe,No,No,Maybe,'Dont know',No,No
27,Female,Australia,Yes,Sometimes,6-25,No,Yes,No,No,No,'Somewhat difficult',Yes,No,'Some of them',No,No,No,No,Yes
39,Male,'United States',Yes,Often,26-100,Yes,Yes,Yes,Yes,'Dont know','Somewhat easy',Yes,No,'Some of them',No,No,No,No,Yes
26,Male,'United States',Yes,Never,'More than 1000','Dont know',No,No,'Dont know','Dont know','Dont know',Maybe,No,No,No,No,No,No,Yes
27,Male,'United Kingdom',No,Never,6-25,'Dont know',No,No,No,'Dont know','Dont know',Maybe,Maybe,'Some of them',No,No,'Dont know',No,No
22,Female,'United States',Yes,Sometimes,500-1000,Yes,Yes,No,'Dont know','Dont know','Dont know',No,No,'Some of them',No,No,No,Yes,Yes
26,Female,'United States',Yes,Often,100-500,'Dont know',No,No,No,'Dont know','Somewhat difficult',Maybe,No,No,No,Maybe,No,No,Yes
31,Female,'United States',Yes,Rarely,100-500,Yes,Yes,No,No,Yes,'Somewhat easy',No,No,Yes,No,No,Yes,No,Yes
32,Male,'United Kingdom',No,Never,6-25,'Dont know',No,No,No,'Dont know','Dont know',No,No,Yes,Yes,Yes,Yes,No,No
28,Female,'United States',Yes,Often,100-500,Yes,No,No,'Dont know','Dont know','Dont know',Yes,Yes,'Some of them',No,No,No,Yes,Yes
28,Trans,'United Kingdom',Yes,Rarely,100-500,No,'Not sure',No,No,Yes,'Somewhat difficult',Yes,Yes,'Some of them',Yes,No,No,Yes,Yes
23,Female,'United Kingdom',No,NA,6-25,'Dont know','Not sure',No,No,'Dont know','Very easy',Maybe,No,No,No,Yes,Yes,No,No
30,Male,'United Kingdom',No,Never,26-100,'Dont know','Not sure','Dont know','Dont know','Dont know','Very easy',No,No,Yes,Maybe,Maybe,Yes,No,No
36,Male,'United States',Yes,Sometimes,'More than 1000',Yes,No,No,Yes,'Dont know','Somewhat difficult',Yes,No,'Some of them',No,Yes,No,No,Yes
21,Male,'United States',Yes,NA,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Dont know',No,No,'Some of them',No,Maybe,Yes,No,No
30,Male,Germany,No,Often,26-100,No,No,'Dont know',No,'Dont know','Somewhat easy',Maybe,No,'Some of them',Maybe,Yes,'Dont know',No,No
25,Female,'United States',Yes,NA,500-1000,'Dont know','Not sure',No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,No
32,Male,'New Zealand',No,Sometimes,6-25,No,No,No,No,'Dont know','Very easy',No,No,'Some of them',Maybe,Yes,'Dont know',No,Yes
29,Female,Canada,No,Sometimes,1-5,No,No,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,No,Yes,No,Yes
21,Trans,'United Kingdom',No,Sometimes,26-100,No,Yes,Yes,No,Yes,'Somewhat easy',Maybe,No,'Some of them',No,No,Yes,No,Yes
27,Female,'New Zealand',Yes,Rarely,100-500,No,No,No,No,'Dont know','Somewhat easy',Maybe,Maybe,'Some of them',No,Yes,'Dont know',No,Yes
32,Female,Canada,No,Often,'More than 1000','Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',Maybe,No,'Some of them',No,No,'Dont know',No,Yes
34,Male,Australia,No,Sometimes,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Very easy',No,No,'Some of them',No,Maybe,Yes,No,No
33,Male,'United States',No,NA,26-100,'Dont know',No,'Dont know','Dont know','Dont know','Dont know',Yes,No,'Some of them',No,Maybe,'Dont know',No,No
22,Male,Netherlands,Yes,Sometimes,6-25,No,'Not sure',No,'Dont know','Dont know','Somewhat easy',No,No,'Some of them',Maybe,Yes,Yes,No,Yes
24,Male,'United States',No,NA,'More than 1000','Dont know','Not sure','Dont know','Dont know','Dont know','Dont know',Maybe,Maybe,'Some of them',No,No,Yes,No,No
65,Male,'United States',No,NA,6-25,No,No,No,No,'Dont know','Very easy',Maybe,No,'Some of them',No,No,Yes,No,No
27,Male,'United States',Yes,Sometimes,100-500,'Dont know',No,No,'Dont know','Dont know','Dont know',No,No,'Some of them',No,No,Yes,No,Yes
33,Male,Australia,No,Never,'More than 1000','Dont know','Not sure','Dont know','Dont know',Yes,'Very easy',No,No,'Some of them',Maybe,Yes,Yes,No,No
36,Male,'United States',No,Rarely,26-100,'Dont know','Not sure',No,'Dont know','Dont know','Dont know',No,No,'Some of them',No,No,'Dont know',No,Yes
40,Male,Canada,No,Never,26-100,No,No,No,No,'Dont know','Somewhat difficult',No,No,'Some of them',No,No,No,No,No
28,Male,'United States',No,Sometimes,'More than 1000',Yes,Yes,No,No,Yes,'Somewhat difficult',Maybe,No,'Some of them',No,Maybe,No,No,Yes
39,Male,'United States',No,Sometimes,500-1000,Yes,'Not sure',Yes,'Dont know',Yes,'Dont know',Yes,Maybe,Yes,No,Maybe,'Dont know',No,Yes
32,Male,'United States',No,Sometimes,'More than 1000',Yes,No,No,Yes,'Dont know','Somewhat easy',No,No,Yes,Maybe,Yes,'Dont know',No,Yes
31,Male,'United States',Yes,Sometimes,'More than 1000',Yes,'Not sure','Dont know','Dont know','Dont know','Somewhat easy',Maybe,No,No,No,Yes,No,No,No
38,Male,'United States',Yes,Sometimes,100-500,'Dont know',No,No,No,'Dont know','Dont know',Maybe,Maybe,'Some of them',No,No,'Dont know',No,Yes
23,Male,'United States',Yes,Rarely,1-5,No,Yes,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,No,Yes,No,Yes
42,Male,'United States',No,Often,'More than 1000',Yes,Yes,Yes,Yes,Yes,'Somewhat easy',Maybe,Maybe,Yes,Maybe,Maybe,'Dont know',No,Yes
27,Female,'United States',No,Sometimes,500-1000,'Dont know','Not sure','Dont know',Yes,'Dont know','Dont know',No,No,'Some of them',No,No,Yes,No,No
26,Female,'United States',Yes,Sometimes,26-100,Yes,Yes,No,No,Yes,'Somewhat difficult',No,No,Yes,No,No,No,Yes,Yes
50,Male,'United States',No,Never,26-100,No,Yes,No,No,'Dont know','Dont know',No,No,No,No,Maybe,No,No,No
37,Male,'United States',Yes,Never,26-100,'Dont know',No,No,'Dont know','Dont know','Somewhat easy',No,No,Yes,No,No,Yes,No,No
23,Male,'United States',No,NA,26-100,'Dont know',No,'Dont know',No,'Dont know','Dont know',No,No,Yes,No,Maybe,'Dont know',No,No
33,Male,'United States',Yes,Sometimes,6-25,'Dont know','Not sure',No,No,Yes,'Very easy',No,No,'Some of them',No,No,Yes,No,No
29,Male,Canada,No,Never,26-100,Yes,Yes,No,No,Yes,'Very difficult',Yes,No,'Some of them',No,Yes,No,No,No
34,Male,'United States',Yes,Sometimes,26-100,Yes,No,No,No,'Dont know','Dont know',Maybe,No,'Some of them',No,Maybe,'Dont know',No,Yes
41,Male,'United States',Yes,Often,'More than 1000',Yes,No,No,No,'Dont know','Dont know',Maybe,Maybe,'Some of them',No,No,'Dont know',Yes,Yes
